# timestamp, x, y, z, qx, qy, qz, qw
750000000, -0.8593749999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
760000000, -0.8555999999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
770000000, -0.8517749999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
780000000, -0.8478999999999998, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
790000000, -0.8439749999999998, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
800000000, -0.8399999999999999, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
810000000, -0.8359749999999998, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
820000000, -0.8318999999999998, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
830000000, -0.8277749999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
840000000, -0.8235999999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
850000000, -0.8193749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
860000000, -0.8150999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
870000000, -0.8107749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
880000000, -0.8063999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
890000000, -0.8019749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
900000000, -0.7974999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
910000000, -0.7929749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
920000000, -0.7883999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
930000000, -0.7837749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
940000000, -0.7790999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
950000000, -0.7743749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
960000000, -0.7695999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
970000000, -0.7647749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
980000000, -0.7598999999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
990000000, -0.7549749999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1000000000, -0.7499999999999998, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1010000000, -0.7449749999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1020000000, -0.7398999999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1030000000, -0.7347749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1040000000, -0.7295999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1050000000, -0.7243749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1060000000, -0.7190999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1070000000, -0.7137749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1080000000, -0.7083999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1090000000, -0.7029749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1100000000, -0.6974999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1110000000, -0.6919749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1120000000, -0.6863999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1130000000, -0.6807749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1140000000, -0.6750999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1150000000, -0.6693749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1160000000, -0.6635999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1170000000, -0.6577749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1180000000, -0.6518999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1190000000, -0.6459749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1200000000, -0.6399999999999997, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1210000000, -0.6339749999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1220000000, -0.6278999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1230000000, -0.6217749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1240000000, -0.6155999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1250000000, -0.6093749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1260000000, -0.6030999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1270000000, -0.5967749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1280000000, -0.5903999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1290000000, -0.5839749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1300000000, -0.5774999999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1310000000, -0.5709749999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1320000000, -0.5643999999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1330000000, -0.5577749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1340000000, -0.5510999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1350000000, -0.5443749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1360000000, -0.5375999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1370000000, -0.5307749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1380000000, -0.5238999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1390000000, -0.5169749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1400000000, -0.5099999999999996, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1410000000, -0.5029749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1420000000, -0.4958999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1430000000, -0.4887749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1440000000, -0.48159999999999953, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1450000000, -0.47437499999999955, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1460000000, -0.4670999999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1470000000, -0.4597749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1480000000, -0.45239999999999947, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1490000000, -0.44497499999999945, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1500000000, -0.43749999999999944, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1510000000, -0.42997499999999944, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1520000000, -0.42239999999999944, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1530000000, -0.41477499999999945, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1540000000, -0.40709999999999946, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1550000000, -0.3993749999999995, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1560000000, -0.39159999999999945, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1570000000, -0.3837749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1580000000, -0.3758999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1590000000, -0.3679749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1600000000, -0.3599999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1610000000, -0.35197499999999937, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1620000000, -0.3438999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1630000000, -0.3357749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1640000000, -0.3275999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1650000000, -0.3193749999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1660000000, -0.3110999999999994, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1670000000, -0.30277499999999935, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1680000000, -0.29439999999999933, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1690000000, -0.2859749999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1700000000, -0.2774999999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1710000000, -0.2689749999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1720000000, -0.2603999999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1730000000, -0.2517749999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1740000000, -0.2430999999999993, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1750000000, -0.23437499999999928, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1760000000, -0.22559999999999927, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1770000000, -0.21677499999999927, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1780000000, -0.20789999999999925, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1790000000, -0.19897499999999924, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1800000000, -0.18999999999999923, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1810000000, -0.18097499999999922, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1820000000, -0.17189999999999922, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1830000000, -0.16277499999999923, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1840000000, -0.1535999999999992, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1850000000, -0.1443749999999992, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1860000000, -0.1350999999999992, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1870000000, -0.1257749999999992, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1880000000, -0.11639999999999918, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1890000000, -0.10697499999999918, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1900000000, -0.09749999999999917, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1910000000, -0.08797499999999916, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1920000000, -0.07839999999999915, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1930000000, -0.06877499999999914, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1940000000, -0.05909999999999913, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1950000000, -0.04937499999999913, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1960000000, -0.03959999999999912, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1970000000, -0.029774999999999115, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1980000000, -0.019899999999999106, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
1990000000, -0.009974999999999097, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
2030000000, 0.010000000000000918, -1.0, 0.5, 0.0, 0.0, 0.0, 1.0
2070000000, 0.01999847695156484, -0.9998254759356272, 0.5, 0.0, 0.0, 0.008726535498373935, 0.9999619230641713
2110000000, 0.029992385221755805, -0.9994764809686022, 0.5, 0.0, 0.0, 0.01745240643728351, 0.9998476951563913
2150000000, 0.03997868056930155, -0.9989531214061728, 0.5, 0.0, 0.0, 0.02617694830787315, 0.9996573249755573
2190000000, 0.0499543210718998, -0.9982555566687316, 0.5, 0.0, 0.0, 0.03489949670250097, 0.9993908270190958
2230000000, 0.059916268052817266, -0.997383999241255, 0.5, 0.0, 0.0, 0.043619387365336, 0.9990482215818578
2270000000, 0.06986148700650001, -0.9963387146085785, 0.5, 0.0, 0.0, 0.05233595624294383, 0.9986295347545738
2310000000, 0.07978694852291324, -0.995120021174527, 0.5, 0.0, 0.0, 0.06104853953485687, 0.9981347984218669
2350000000, 0.08968962921032894, -0.9937282901649264, 0.5, 0.0, 0.0, 0.0697564737441253, 0.9975640502598242
2390000000, 0.09956651261628033, -0.992163945514524, 0.5, 0.0, 0.0, 0.07845909572784494, 0.996917333733128
2430000000, 0.10941459014640241, -0.9904274637378547, 0.5, 0.0, 0.0, 0.08715574274765817, 0.9961946980917455
2470000000, 0.11923086198087905, -0.9885193737840893, 0.5, 0.0, 0.0, 0.09584575252022398, 0.9953961983671789
2510000000, 0.12901233798821712, -0.9864402568759116, 0.5, 0.0, 0.0, 0.10452846326765346, 0.9945218953682733
2550000000, 0.13875603863606947, -0.9841907463324729, 0.5, 0.0, 0.0, 0.11320321376790672, 0.9935718556765875
2590000000, 0.14845899589882944, -0.9817715273764762, 0.5, 0.0, 0.0, 0.12186934340514748, 0.992546151641322
2630000000, 0.15811825416172012, -0.979183336925451, 0.5, 0.0, 0.0, 0.13052619222005157, 0.9914448613738104
2670000000, 0.16773087112110333, -0.976426963367281, 0.5, 0.0, 0.0, 0.13917310096006544, 0.9902680687415704
2710000000, 0.1772939186807337, -0.9735032463200536, 0.5, 0.0, 0.0, 0.14780941112961063, 0.9890158633619168
2750000000, 0.18680448384368523, -0.9704130763763041, 0.5, 0.0, 0.0, 0.15643446504023087, 0.9876883405951378
2790000000, 0.1962596695996784, -0.9671573948317326, 0.5, 0.0, 0.0, 0.16504760586067763, 0.9862856015372314
2830000000, 0.20565659580753748, -0.9637371933984759, 0.5, 0.0, 0.0, 0.17364817766693033, 0.984807753012208
2870000000, 0.2149924000725095, -0.9601535139030228, 0.5, 0.0, 0.0, 0.18223552549214747, 0.9832549075639546
2910000000, 0.22426423861817738, -0.9564074479688637, 0.5, 0.0, 0.0, 0.1908089953765448, 0.981627183447664
2950000000, 0.2334692871527018, -0.9525001366839709, 0.5, 0.0, 0.0, 0.19936793441719716, 0.9799247046208296
2990000000, 0.2426047417291278, -0.9484327702532129, 0.5, 0.0, 0.0, 0.20791169081775931, 0.9781476007338057
3030000000, 0.2516678195994943, -0.9442065876358059, 0.5, 0.0, 0.0, 0.21643961393810288, 0.9762960071199334
3070000000, 0.260655760062486, -0.9398228761679152, 0.5, 0.0, 0.0, 0.224951054343865, 0.9743700647852352
3110000000, 0.2695658253043697, -0.9352829711705197, 0.5, 0.0, 0.0, 0.2334453638559054, 0.9723699203976766
3150000000, 0.27839530123295897, -0.9305882555426608, 0.5, 0.0, 0.0, 0.24192189559966773, 0.9702957262759965
3190000000, 0.2871414983043529, -0.9257401593401974, 0.5, 0.0, 0.0, 0.25038000405444144, 0.9681476403781077
3230000000, 0.2958017523421973, -0.9207401593401974, 0.5, 0.0, 0.0, 0.25881904510252074, 0.9659258262890683
3270000000, 0.3043734253492184, -0.9155897785910968, 0.5, 0.0, 0.0, 0.26723837607825685, 0.963630453208623
3310000000, 0.3128539063107827, -0.9102905859487648, 0.5, 0.0, 0.0, 0.27563735581699916, 0.9612616959383189
3350000000, 0.32124061199023696, -0.9048441955986145, 0.5, 0.0, 0.0, 0.28401534470392265, 0.958819734868193
3390000000, 0.32953098771578737, -0.899252266563907, 0.5, 0.0, 0.0, 0.29237170472273677, 0.9563047559630354
3430000000, 0.33772250815867727, -0.8935165022003966, 0.5, 0.0, 0.0, 0.3007057995042731, 0.9537169507482269
3470000000, 0.3458126781024268, -0.8876386496774719, 0.5, 0.0, 0.0, 0.3090169943749474, 0.9510565162951535
3510000000, 0.3537990332028997, -0.8816204994459513, 0.5, 0.0, 0.0, 0.31730465640509214, 0.9483236552061993
3550000000, 0.3616791407389669, -0.8754638846926948, 0.5, 0.0, 0.0, 0.32556815445715664, 0.9455185755993168
3590000000, 0.3694506003535366, -0.8691706807821964, 0.5, 0.0, 0.0, 0.3338068592337709, 0.9426414910921784
3630000000, 0.3771110447847264, -0.862742804685331, 0.5, 0.0, 0.0, 0.3420201433256687, 0.9396926207859084
3670000000, 0.38465814058695413, -0.856182214395426, 0.5, 0.0, 0.0, 0.3502073812594674, 0.9366721892483977
3710000000, 0.39208958884172807, -0.8494909083318374, 0.5, 0.0, 0.0, 0.35836794954530027, 0.9335804264972017
3750000000, 0.39940312585791976, -0.8426709247312124, 0.5, 0.0, 0.0, 0.36650122672429725, 0.9304175679820246
3790000000, 0.4065965238613063, -0.8357243410266224, 0.5, 0.0, 0.0, 0.374606593415912, 0.9271838545667874
3830000000, 0.4136675916731718, -0.8286532732147569, 0.5, 0.0, 0.0, 0.3826834323650898, 0.9238795325112867
3870000000, 0.4206141753777618, -0.8214598752113704, 0.5, 0.0, 0.0, 0.3907311284892737, 0.9205048534524404
3910000000, 0.42743415897838677, -0.8141463381951787, 0.5, 0.0, 0.0, 0.3987490689252462, 0.917060074385124
3950000000, 0.43412546504197536, -0.8067148899404047, 0.5, 0.0, 0.0, 0.40673664307580015, 0.9135454576426009
3990000000, 0.44068605533188043, -0.7991677941381771, 0.5, 0.0, 0.0, 0.414693242656239, 0.9099612708765432
4030000000, 0.44711393142874584, -0.7915073497069873, 0.5, 0.0, 0.0, 0.42261826174069944, 0.9063077870366499
4070000000, 0.4534071353392442, -0.7837358900924176, 0.5, 0.0, 0.0, 0.4305110968082951, 0.9025852843498606
4110000000, 0.4595637500925008, -0.7758557825563503, 0.5, 0.0, 0.0, 0.4383711467890774, 0.898794046299167
4150000000, 0.46558190032402125, -0.7678694274558774, 0.5, 0.0, 0.0, 0.44619781310980877, 0.8949343616020251
4190000000, 0.47145975284694597, -0.7597792575121279, 0.5, 0.0, 0.0, 0.45399049973954675, 0.8910065241883679
4230000000, 0.47719551721045644, -0.751587737069238, 0.5, 0.0, 0.0, 0.4617486132350339, 0.8870108331782217
4270000000, 0.4827874462451639, -0.7432973613436875, 0.5, 0.0, 0.0, 0.4694715627858908, 0.882947592858927
4310000000, 0.48823383659531416, -0.7349106556642333, 0.5, 0.0, 0.0, 0.4771587602596084, 0.8788171126619654
4350000000, 0.4935330292376462, -0.726430174702669, 0.5, 0.0, 0.0, 0.48480962024633706, 0.8746197071393957
4390000000, 0.49868340998674676, -0.7178585016956479, 0.5, 0.0, 0.0, 0.49242356010346705, 0.8703556959398997
4430000000, 0.5036834099867468, -0.7091982476578035, 0.5, 0.0, 0.0, 0.49999999999999994, 0.8660254037844387
4470000000, 0.5085315061892102, -0.7004520505864095, 0.5, 0.0, 0.0, 0.5075383629607041, 0.8616291604415258
4510000000, 0.5132262218170691, -0.6916225746578202, 0.5, 0.0, 0.0, 0.5150380749100542, 0.8571673007021123
4550000000, 0.5177661268144645, -0.6827125094159365, 0.5, 0.0, 0.0, 0.5224985647159488, 0.8526401643540922
4590000000, 0.5221498382823553, -0.6737245689529449, 0.5, 0.0, 0.0, 0.5299192642332049, 0.848048096156426
4630000000, 0.5263760208997623, -0.6646614910825783, 0.5, 0.0, 0.0, 0.5372996083468239, 0.8433914458128857
4670000000, 0.5304433873305203, -0.6555260365061523, 0.5, 0.0, 0.0, 0.5446390350150271, 0.838670567945424
4710000000, 0.5343506986154131, -0.6463209879716278, 0.5, 0.0, 0.0, 0.5519369853120581, 0.8338858220671682
4750000000, 0.5380967645495722, -0.6370491494259599, 0.5, 0.0, 0.0, 0.5591929034707469, 0.8290375725550416
4790000000, 0.5416804440450252, -0.6277133451609879, 0.5, 0.0, 0.0, 0.5664062369248328, 0.8241261886220157
4830000000, 0.545100645478282, -0.6183164189531288, 0.5, 0.0, 0.0, 0.573576436351046, 0.8191520442889918
4870000000, 0.5483563270228535, -0.6088612331971357, 0.5, 0.0, 0.0, 0.5807029557109398, 0.8141155183563192
4910000000, 0.551446496966603, -0.5993506680341841, 0.5, 0.0, 0.0, 0.5877852522924731, 0.8090169943749475
4950000000, 0.5543702140138304, -0.5897876204745538, 0.5, 0.0, 0.0, 0.5948227867513413, 0.8038568606172173
4990000000, 0.5571265875720004, -0.5801750035151706, 0.5, 0.0, 0.0, 0.6018150231520483, 0.7986355100472928
5030000000, 0.5597147780230256, -0.5705157452522799, 0.5, 0.0, 0.0, 0.6087614290087207, 0.7933533402912352
5070000000, 0.5621339969790223, -0.56081278798952, 0.5, 0.0, 0.0, 0.6156614753256582, 0.788010753606722
5110000000, 0.564383507522461, -0.5510690873416676, 0.5, 0.0, 0.0, 0.6225146366376195, 0.7826081568524139
5150000000, 0.5664626244306387, -0.5412876113343296, 0.5, 0.0, 0.0, 0.6293203910498374, 0.7771459614569709
5190000000, 0.5683707143844041, -0.5314713394998529, 0.5, 0.0, 0.0, 0.636078220277764, 0.77162458338772
5230000000, 0.5701071961610734, -0.5216232619697309, 0.5, 0.0, 0.0, 0.6427876096865393, 0.766044443118978
5270000000, 0.5716715408114758, -0.5117463785637795, 0.5, 0.0, 0.0, 0.6494480483301837, 0.7604059656000309
5310000000, 0.5730632718210764, -0.5018436978763637, 0.5, 0.0, 0.0, 0.6560590289905072, 0.7547095802227721
5350000000, 0.5742819652551279, -0.4919182363599505, 0.5, 0.0, 0.0, 0.6626200482157375, 0.7489557207890022
5390000000, 0.5753272498878044, -0.4819730174062678, 0.5, 0.0, 0.0, 0.6691306063588582, 0.7431448254773942
